LeftPosition,RightPosition,LeftVelocity,RightVelocity,LeftAcceleration,RightAcceleration,Heading
0.0,0.0,0.0,0.0,200.0,200.0,0.0
0.019996721163461247,0.020003278836538765,1.9996721163461246,2.0003278836538763,199.90164962691358,200.09835037308642,4.269947329850296E-6
0.05997050804607229,0.06002949195392772,3.9973786882611044,4.002621311738895,199.60703756043867,200.39296243956133,6.828862303666295E-5
0.11988213740847203,0.12011786259152799,5.9911629362399745,6.0088370637600255,199.11747529541975,200.8825247045802,3.4545384175973837E-4
0.19967299224116616,0.20032700775883386,7.979085483269413,8.020914516730587,198.4351293498827,201.5648706501173,0.001090670693982209
0.2992653202979139,0.30073467970208617,9.959232805674773,10.04076719432523,197.56299413635318,202.43700586364676,0.002659221300404546
0.41856257270708574,0.42143742729291434,11.929725240917184,12.070274759082816,196.50485194933643,203.49514805066357,0.005505217062487474
0.557449820606316,0.562550179393684,13.888724789923026,14.11127521007697,195.2652284100986,204.73477158990136,0.010179612299084982
0.7157942423913833,0.7242057576086167,15.834442178506738,16.16555782149327,193.8493350242662,206.1506649757338,0.017327856958973632
0.893445675185593,0.9065543248144071,17.76514327942097,18.23485672057904,192.2630062638557,207.7369937361443,0.027687218185274892
1.0902372282285673,1.1097627717714331,19.679155304297414,20.320844695702593,190.5126367683325,209.48736323166756,0.04208368992100043
1.3059859485779808,1.3340140514220196,21.574872034941354,22.425127965058653,188.60511185558897,211.39488814441114,0.06142865035559141
1.5404935309396979,1.5795064690603025,23.450758236171716,24.549241763828284,186.54773779811032,213.45226220188968,0.0867153081057847
1.7935470594513423,1.8464529405486578,25.305352851164454,26.694647148835546,184.34817233947066,215.65182766052934,0.11901514490321236
2.0649198012185996,2.1350801987814005,27.137274176725725,28.862725823274275,182.01437946080569,217.98562053919431,0.15947330348457656
2.354372002254341,2.4456279977456594,28.945220103574123,31.05477989642589,179.55456266527327,220.44543733472673,0.2093052841658816
2.6616517292186135,2.778348270781387,30.72797269642728,33.272027303572735,176.9771435766715,223.0228564233285,0.26979185175813797
2.9864957282416515,3.133504271758349,32.48439990230382,35.51560009769622,174.29073863448986,225.7092613655102,0.3422746384985034
3.3286302631362545,3.511369736863746,34.213453489460306,37.78654651053971,171.50414284393784,228.49585715606216,0.42815353543872003
3.68777204234347,3.9122279576565315,35.91417792072152,40.08582207927851,168.62638814083402,231.37361185916603,0.5288789759794715
4.063629120974104,4.336370879025897,37.58570786306343,42.41429213693657,165.66677494541105,234.33322505458895,0.6459494609875064
4.455901847970654,4.7840981520293475,39.22727269965493,44.77272730034508,162.63496695661522,237.36503304338478,0.7809061206336271
4.864283865600555,5.255716134399446,40.83820176299019,47.161798237009826,159.54111876309554,240.45888123690446,0.9353270414990258
5.288463101789756,5.751536898210245,42.41792361892015,49.58207638107988,156.3960226300186,243.60397736998152,1.1108260516909763
5.728123002033495,6.271876997966506,43.965990024373895,52.034009975626134,153.21136184214902,246.78863815785098,1.309036511166255
6.182943620828098,6.817056379171903,45.48206187946031,54.51793812053972,149.99989933479156,250.00010066520844,1.531620869985926
6.652603062953361,7.387396937046641,46.965944212526225,57.034055787473804,146.77583421997915,253.2241657800209,1.780248983785312
7.136778956020137,7.983221043979865,48.41758930667761,59.582410693322416,143.55511406468133,256.44488593531867,2.0565992485671027
7.635150150192317,8.604849849807687,49.8371194172179,62.16288058278216,140.35583048609928,259.6441695139007,2.3623480910566115
8.147398598682225,9.25260140131778,51.22484484899083,64.77515515100924,137.19863789887773,262.8013621011222,2.699165382751173
8.673211709135913,9.926788290864092,52.58131104536877,67.4186889546313,134.10722815288688,265.8927718471132,3.068686840605852
9.21228469903136,10.627715300968648,53.90729898954457,70.09270101045551,131.1087628758866,268.89123712411333,3.472530251447444
9.764323666984838,11.35567633301517,55.203896795347816,72.79610320465224,128.23436681101654,271.76563318898343,3.912250007772311
10.329048840932915,12.110951159067096,56.47251739480758,75.52748260519253,125.51953655299174,274.4804634470083,4.389343031550191
10.90619838015542,12.89380161984459,57.71495392225057,78.28504607774948,123.00451014147497,276.995489858525,4.905221169520317
11.495532633644265,13.704467366355745,58.93342534888451,81.06657465111557,120.73451948710337,279.2654805128965,5.461193525443181
12.09683891209189,14.543161087908121,60.13062784476255,83.86937215523754,118.75988249773033,281.24011750226964,6.058442295860363
12.709936814655867,15.410063185344145,61.30979025639779,86.69020974360235,117.1358604847334,282.86413951526674,6.697989925621616
13.334683950753087,16.305316049246926,62.47471360972191,89.52528639027821,115.92224695437805,284.0777530456219,7.3806802907231965
13.970982107160037,17.229017892839977,63.629815640694936,92.37018435930509,115.18258830144039,284.8174116985595,8.107144724047023
14.618783758588517,18.181216241411498,64.78016514284808,95.21983485715204,114.9829713134914,285.01702868650864,8.877765309930398
15.27809874357457,19.161901256425445,65.9314984986053,98.06850150139485,115.3903385611397,284.60966143886037,9.692641221902154
15.942666879378418,20.161454069474694,66.45681358038473,99.95528130492471,-42.46172521932783,42.46172521932783,10.550073199153829
16.600251299826887,21.1605116718414,65.75844204484683,99.90576023667076,-196.43138245196522,-203.56861754803478,11.43114508692891
17.25215341555104,22.1598108853735,65.19021157241504,99.92992135320979,-32.89790577243448,32.89790577243448,12.328523674749977
17.899248939650946,23.159462136828697,64.70955240999062,99.9651251455199,-28.141299369307905,28.14129936930789,13.24017269302771
18.542277015142602,24.159377378560134,64.30280754916572,99.99152417314363,-23.38758954160996,23.38758954160996,14.163990638483972
19.181617643752592,25.158918894436294,63.934062860998836,99.95415158761585,-18.634865818890468,18.634865818890468,15.09786491904736
